id,amount,date,country,client_fio,account_number,status,transaction_status
67425,120876.58,2025-02-24 05:10:30,Алжир,Копылова Зосима Ефимович,407028622344292159,Низкий риск,высокий риск
67426,216493.44,2025-01-13 16:20:57,Албания,Гришин Куприян Трофимович,407020929029803383,Серый список FATF (риск),высокий риск
67427,16656.53,2024-12-09 05:34:47,Бахрейн,Тарасова Ярополк Робертовна,407020768179032620,Низкий риск,низкий риск
67428,248184.12,2025-04-23 14:33:01,Австрия,Котов Кондрат Ерофеевич,407023795449503350,Низкий риск,высокий риск
67429,2569.73,2025-05-04 04:47:54,Катар,Фролов Андрон Ярославович,407024762708899642,Низкий риск,низкий риск
67430,211059.61,2024-12-11 14:44:17,Бельгия,Морозов Дмитрий Иосифович,407020131473225662,Низкий риск,высокий риск
67431,186425.02,2025-05-02 22:35:49,Маврикий,Гущина Акулина Федосьевич,407021866717368457,Офшор (риск),высокий риск
67432,102280.13,2024-10-25 03:10:56,Алжир,Журавлева Бажен Тимуровна,407021312206113808,Низкий риск,высокий риск
67433,23635.35,2024-08-15 00:55:44,Турция,Прохорова Леонид Аскольдовна,407027117316682861,Серый список FATF (риск),высокий риск
67434,61104.93,2024-08-30 04:21:06,Армения,Галкин Лора Викторовна,407024645732982407,СНГ (не подозрительная),высокий риск
67435,114252.98,2024-10-29 07:48:55,Зимбабве,Красильникова Афиноген Алексеевич,407022004262198905,Санкционная (высокий риск),высокий риск
67436,133904.43,2024-10-30 08:36:58,Иран,Гуляев Яков Евсеевич,407023990206477136,Черный список FATF (высокий риск),высокий риск
67437,3093.51,2024-10-17 23:34:34,Ливан,Ефремов Авксентий Ефстафьевич,407020969495136460,Низкий риск,низкий риск
67438,57235.07,2025-05-07 06:09:26,Нидерланды,Иванова Эраст Харитонович,407022667374044683,Низкий риск,высокий риск
67439,37714.38,2024-08-21 16:23:09,Литва,Исаева Амвросий Эльдаровна,407022642841529921,Низкий риск,средний риск
67440,211200.81,2024-06-09 23:04:16,Эквадор,Суворова Эрнест Гордеевич,407029127800641724,Низкий риск,высокий риск
67441,222737.79,2024-10-21 04:05:10,Эквадор,Кононова Давыд Денисович,407029896933648536,Низкий риск,высокий риск
67442,152651.20,2024-09-08 04:57:13,Катар,Гришин Куприян Трофимович,407020929029803383,Низкий риск,высокий риск
67443,148836.22,2024-10-31 17:32:40,Оман,Лаврентьева Митофан Владимировна,407021197300443094,Низкий риск,высокий риск
67444,221052.26,2024-09-28 14:28:47,Китай,Савина Флорентин Адрианович,407023424408906955,Низкий риск,высокий риск
67445,185966.53,2025-01-22 18:22:20,Египет,Ширяева Капитон Кузьминична,407020338023134503,Низкий риск,высокий риск
67446,16011.05,2024-12-20 04:34:12,Афганистан,Сергеев Эрнест Константиновна,407020925983196428,Санкционная (высокий риск),высокий риск
67447,174570.85,2024-07-05 09:40:40,Индия,Лыткин Елисей Александровна,407029663363923667,Низкий риск,высокий риск
67448,49290.98,2025-03-21 07:08:39,Мьянма,Кононова Давыд Денисович,407029896933648536,Черный список FATF (высокий риск),высокий риск
67449,50326.86,2024-09-29 19:03:39,Словения,Копылова Антонина Анисимович,407025521633128502,Низкий риск,высокий риск
67450,111445.45,2024-11-09 02:23:09,Мали,Галкин Лора Викторовна,407024645732982407,Серый список FATF (риск),высокий риск
67451,121836.38,2024-07-05 10:24:31,Словения,Ефремов Татьяна Гавриилович,407027382855792179,Низкий риск,высокий риск
67452,102060.11,2024-12-26 19:45:19,Молдова,Абрамов Клавдия Григорьевич,407029651532310884,Низкий риск,высокий риск
67453,194224.10,2025-03-01 01:04:38,Сенегал,Воронцов Александра Марсович,407024975051720717,Серый список FATF (риск),высокий риск
67454,255646.62,2024-07-31 14:25:03,Колумбия,Воронов Никодим Артемовна,407025481793962991,Низкий риск,высокий риск
67455,8039.38,2024-07-19 12:31:39,Мьянма,Кононов Мечислав Тарасовна,407020933108062598,Черный список FATF (высокий риск),высокий риск
67456,198345.91,2025-05-30 19:54:31,Грузия,Попов Глеб Валентиновна,407023333752568116,Низкий риск,высокий риск
67457,100417.13,2024-12-09 20:13:42,Руанда,Копылова Антонина Анисимович,407025521633128502,Низкий риск,высокий риск
67458,131685.38,2024-12-24 12:05:38,Узбекистан,Исаева Амвросий Эльдаровна,407022642841529921,СНГ (не подозрительная),высокий риск
67459,271987.30,2025-03-14 01:27:42,Марокко,Суворова Эрнест Гордеевич,407029127800641724,Низкий риск,высокий риск
67460,9051.76,2024-11-15 00:36:57,Маврикий,Кононов Мечислав Тарасовна,407020933108062598,Офшор (риск),высокий риск
67461,59754.69,2024-11-08 17:02:21,Бразилия,Власов Прокофий Демьянович,407020440552063870,Низкий риск,высокий риск
67462,60230.70,2024-07-28 13:23:50,Черногория,Кудрявцева Агата Степановна,407022693681622964,Низкий риск,высокий риск
67463,20264.14,2024-09-08 11:57:02,Камерун,Яковлев Панфил Тимофеевна,407023253184640696,Низкий риск,средний риск
67464,201765.29,2024-10-30 16:36:21,Гана,Суворова Эрнест Гордеевич,407029127800641724,Серый список FATF (риск),высокий риск
67465,101484.18,2024-07-19 05:31:10,Италия,Суворова Эрнест Гордеевич,407029127800641724,Низкий риск,высокий риск
67466,7080.95,2024-12-26 01:30:39,Никарагуа,Лаврентьева Митофан Владимировна,407021197300443094,Санкционная (высокий риск),высокий риск
67467,93098.21,2025-02-18 05:12:22,Иран,Копылова Зосима Ефимович,407028622344292159,Черный список FATF (высокий риск),высокий риск
67468,176714.29,2025-03-25 21:41:25,Ирак,Воронов Никодим Артемовна,407025481793962991,Высокая коррупция (риск),высокий риск
67469,161294.92,2025-02-22 22:56:52,Грузия,Гущина Акулина Федосьевич,407021866717368457,Низкий риск,высокий риск
67470,183613.95,2024-10-06 00:31:09,Гондурас,Галкин Лора Викторовна,407024645732982407,Низкий риск,высокий риск
67471,243558.09,2024-10-13 20:51:41,Эфиопия,Попов Глеб Валентиновна,407023333752568116,Низкий риск,высокий риск
67472,192373.05,2024-11-14 00:45:31,Сомали,Фролов Андрон Ярославович,407024762708899642,Высокая коррупция (риск),высокий риск
67473,270733.61,2025-04-15 20:44:28,Куба,Громова Порфирий Матвеевна,407028855134468059,Санкционная (высокий риск),высокий риск
67474,183925.13,2024-08-19 11:29:47,Нидерланды,Хохлова Евфросиния Егорович,407022921912713131,Низкий риск,высокий риск
67475,147774.56,2024-12-31 01:06:45,Гвинея,Лыткин Елисей Александровна,407029663363923667,Низкий риск,высокий риск
67476,263037.72,2025-04-23 13:44:16,Хорватия,Лыткин Елисей Александровна,407029663363923667,Низкий риск,высокий риск
67477,50495.36,2025-03-02 10:14:04,Китай,Мамонтов Казимир Димитриевич,407022463806952389,Низкий риск,высокий риск
67478,66735.62,2025-05-27 21:17:26,Сенегал,Лихачева Адриан Евгеньевна,407023221026097082,Серый список FATF (риск),высокий риск
67479,110101.43,2024-06-18 04:11:42,Малайзия,Щербаков Бажен Федоровна,407027071950740306,Низкий риск,высокий риск
67480,242881.90,2025-05-05 06:06:48,Австрия,Морозов Дмитрий Иосифович,407020131473225662,Низкий риск,высокий риск
67481,60418.24,2024-09-08 23:38:46,Панама,Данилов Харитон Анисимович,407021911450758375,Серый список FATF (риск),высокий риск
67482,45599.43,2025-03-18 12:31:52,Буркина-Фасо,Дьячкова Тимофей Тарасовна,407029658795477744,Серый список FATF (риск),высокий риск
67483,156723.19,2024-06-19 04:23:35,Италия,Михайлов Ермолай Оскаровна,407020986151040912,Низкий риск,высокий риск
67484,166690.32,2025-04-22 07:17:23,Индонезия,Филиппов Антонина Анатольевна,407022163828264858,Низкий риск,высокий риск
67485,208964.97,2024-07-26 08:22:05,Пакистан,Галкина Фотий Тимуровна,407020500619220023,Низкий риск,высокий риск
67486,192826.56,2025-04-13 23:40:18,Колумбия,Щербаков Бажен Федоровна,407027071950740306,Низкий риск,высокий риск
67487,123312.89,2025-02-13 22:35:57,США,Терентьева Эмилия Олеговна,407023642338578419,Низкий риск,высокий риск
67488,21540.15,2024-07-03 10:11:20,Бразилия,Ширяева Капитон Кузьминична,407020338023134503,Низкий риск,средний риск
67489,70419.61,2025-04-15 12:09:47,Эфиопия,Ефремов Татьяна Гавриилович,407027382855792179,Низкий риск,высокий риск
67490,212298.09,2025-01-19 16:06:30,Индия,Петухова Сидор Иларионович,407022152321842466,Низкий риск,высокий риск
67491,257916.80,2024-08-16 17:19:34,Кипр,Потапова Захар Львовна,407029928036946620,Офшор (риск),высокий риск
67492,295489.48,2024-08-07 16:11:54,Бангладеш,Макаров Авксентий Виленович,407027805350048022,Низкий риск,высокий риск
67493,11163.57,2024-12-30 15:23:05,Индонезия,Лаврентьева Митофан Владимировна,407021197300443094,Низкий риск,низкий риск
67494,163546.21,2025-02-17 21:49:21,Эстония,Фролов Андрон Ярославович,407024762708899642,Низкий риск,высокий риск
67495,213377.72,2024-09-01 17:09:10,Руанда,Гуляева Федот Виленович,407020848495211917,Низкий риск,высокий риск
67496,281282.33,2025-03-03 04:49:14,Никарагуа,Лаврентьева Митофан Владимировна,407021197300443094,Санкционная (высокий риск),высокий риск
67497,296311.58,2024-07-25 05:42:11,Израиль,Фролова Фома Феодосьевич,407025839175829766,Низкий риск,высокий риск
67498,205688.75,2025-03-12 09:30:51,ОАЭ,Устинов Анастасия Львовна,407020067821431385,Серый список FATF (риск),высокий риск
67499,22545.00,2024-08-28 15:26:37,Австралия,Рыбакова Галактион Еремеевич,407028928450777605,Низкий риск,средний риск
67500,263296.82,2025-01-15 18:27:34,Россия,Гуляев Яков Евсеевич,407023990206477136,СНГ (не подозрительная),высокий риск
67501,292203.19,2025-05-31 22:05:05,Польша,Федотов Автоном Борисович,407023319234962651,Низкий риск,высокий риск
67502,113765.95,2024-10-29 11:56:57,Боливия,Мельникова Иларион Владленович,407023390744506589,Низкий риск,высокий риск
67503,42485.32,2025-01-22 22:07:34,Россия,Князев Никодим Ниловна,407022241940342207,СНГ (не подозрительная),средний риск
67504,93137.51,2025-03-26 09:03:34,Монголия,Лыткин Елисей Александровна,407029663363923667,Низкий риск,высокий риск
67505,46645.20,2024-08-25 23:19:15,Ирландия,Суворова Эрнест Гордеевич,407029127800641724,Низкий риск,средний риск
67506,158360.52,2024-09-28 09:56:12,Шри-Ланка,Федотов Автоном Борисович,407023319234962651,Низкий риск,высокий риск
67507,131417.96,2024-09-01 14:02:02,Руанда,Гуляева Федот Виленович,407020848495211917,Низкий риск,высокий риск
67508,33061.80,2024-10-20 04:27:33,Армения,Турова Вадим Данилович,407022490565821805,СНГ (не подозрительная),средний риск
67509,39730.95,2025-03-10 22:56:23,Мальта,Петухова Сидор Иларионович,407022152321842466,Офшор (риск),высокий риск
67510,140001.95,2024-10-11 05:30:28,Австрия,Молчанова Орест Афанасьевич,407027011438863131,Низкий риск,высокий риск
67511,153911.47,2024-11-08 02:32:46,Гаити,Макаров Авксентий Виленович,407027805350048022,Серый список FATF (риск),высокий риск
67512,132793.71,2025-05-15 07:34:56,Норвегия,Котов Прокофий Борисовна,407027375099712618,Низкий риск,высокий риск
67513,20650.90,2025-05-05 07:53:53,Гондурас,Гордеев Парамон Николаевна,407027899171223437,Низкий риск,средний риск
67514,77152.23,2025-01-26 05:20:22,Литва,Никитин Остап Эдуардовна,407025210832475327,Низкий риск,высокий риск
67515,97089.28,2024-06-09 13:21:59,Бурунди,Громова Порфирий Матвеевна,407028855134468059,Низкий риск,высокий риск
67516,206763.13,2024-08-29 09:49:51,Франция,Абрамов Клавдия Григорьевич,407029651532310884,Низкий риск,высокий риск
67517,160385.67,2024-07-03 23:06:05,Азербайджан,Морозов Никандр Жоресович,407024412293052799,СНГ (не подозрительная),высокий риск
67518,203990.73,2024-11-20 03:45:08,Пакистан,Тарасова Ярополк Робертовна,407020768179032620,Низкий риск,высокий риск
67519,64969.32,2024-09-24 03:04:35,Индия,Мишин Кир Витальевич,407022433722473948,Низкий риск,высокий риск
67520,185122.25,2025-05-27 03:42:43,Литва,Петухова Сидор Иларионович,407022152321842466,Низкий риск,высокий риск
67521,186102.87,2024-11-18 06:59:09,Ботсвана,Филиппов Антонина Анатольевна,407022163828264858,Низкий риск,высокий риск
67522,124676.35,2024-08-18 21:44:36,Саудовская Аравия,Исаева Амвросий Эльдаровна,407022642841529921,Низкий риск,высокий риск
67523,226802.48,2025-04-23 01:56:17,Саудовская Аравия,Морозов Никандр Жоресович,407024412293052799,Низкий риск,высокий риск
67524,290677.72,2024-06-07 03:09:04,Малайзия,Фролов Андрон Ярославович,407024762708899642,Низкий риск,высокий риск
67525,161876.12,2024-12-26 22:41:13,Гана,Бирюкова Синклитикия Афанасьевна,407029114357208580,Серый список FATF (риск),высокий риск
67526,241510.73,2024-08-10 02:40:35,Дания,Ефремов Авксентий Ефстафьевич,407020969495136460,Низкий риск,высокий риск
67527,223482.12,2024-12-29 16:42:17,Словакия,Громова Порфирий Матвеевна,407028855134468059,Низкий риск,высокий риск
67528,149310.99,2025-04-02 03:10:52,Ирландия,Лебедева Никифор Феликсовна,407028968930657910,Низкий риск,высокий риск
67529,273341.33,2025-01-29 07:28:10,Камерун,Дмитриев Ермолай Федоровна,407028773741004260,Низкий риск,высокий риск
67530,162101.10,2024-10-02 09:08:00,Нигерия,Суворова Эрнест Гордеевич,407029127800641724,Серый список FATF (риск),высокий риск
67531,39147.54,2024-07-06 06:34:18,Китай,Лихачев Виктория Архиповна,407025480493393751,Низкий риск,средний риск
67532,4545.97,2025-01-19 08:01:52,Литва,Абрамов Клавдия Григорьевич,407029651532310884,Низкий риск,низкий риск
67533,264335.45,2025-01-01 02:58:24,Ливия,Громова Порфирий Матвеевна,407028855134468059,Высокая коррупция (риск),высокий риск
67534,187007.92,2025-05-24 21:35:27,Маврикий,Суханов Эраст Ефимовна,407026057625076240,Офшор (риск),высокий риск
67535,244391.02,2024-11-12 01:52:40,Финляндия,Тарасов Станимир Антонович,407024070881143104,Низкий риск,высокий риск
67536,224036.45,2024-11-01 03:32:23,Норвегия,Савина Флорентин Адрианович,407023424408906955,Низкий риск,высокий риск
67537,117789.27,2024-08-20 09:40:41,Грузия,Панфилов Вениамин Станиславовна,407023424917518868,Низкий риск,высокий риск
67538,210508.76,2025-02-15 11:38:23,Германия,Лазарева Севастьян Арсенович,407029505838984306,Низкий риск,высокий риск
67539,86363.09,2025-01-09 04:17:25,Черногория,Лебедева Никифор Феликсовна,407028968930657910,Низкий риск,высокий риск
67540,96370.58,2025-03-26 15:34:45,Литва,Галкина Савва Ануфриевич,407026082438768926,Низкий риск,высокий риск
67541,9440.68,2024-10-01 07:34:47,Кения,Суханов Эраст Ефимовна,407026057625076240,Низкий риск,низкий риск
67542,76179.13,2025-03-21 12:32:33,Малайзия,Галкина Савва Ануфриевич,407026082438768926,Низкий риск,высокий риск
67543,8477.34,2025-04-17 18:19:57,Саудовская Аравия,Попов Глеб Валентиновна,407023333752568116,Низкий риск,низкий риск
67544,171685.94,2024-10-24 21:45:32,Беларусь,Наумова Мариан Рубеновна,407027067985643745,СНГ (не подозрительная),высокий риск
67545,63271.10,2025-01-30 05:23:07,Гаити,Филиппов Антонина Анатольевна,407022163828264858,Серый список FATF (риск),высокий риск
67546,54404.97,2024-06-28 23:21:53,Нидерланды,Дорофеева Евгения Даниловна,407022943802337773,Низкий риск,высокий риск
67547,38263.12,2025-03-26 19:15:55,Япония,Макаров Авксентий Виленович,407027805350048022,Низкий риск,средний риск
67548,37982.96,2024-07-26 23:34:43,Франция,Гришин Куприян Трофимович,407020929029803383,Низкий риск,средний риск
67549,227540.87,2024-07-09 11:56:40,Сингапур,Фролов Андрон Ярославович,407024762708899642,Офшор (риск),высокий риск
67550,80759.32,2025-04-24 06:01:59,Нигерия,Бурова Андрон Филимонович,407029159343950331,Серый список FATF (риск),высокий риск
67551,241182.71,2025-01-27 09:41:48,Перу,Сергеев Эрнест Константиновна,407020925983196428,Низкий риск,высокий риск
67552,133387.74,2024-07-28 20:57:40,Катар,Фролова Фома Феодосьевич,407025839175829766,Низкий риск,высокий риск
67553,131427.16,2025-02-24 18:30:51,Бразилия,Михеев Григорий Тимуровна,407029104046089535,Низкий риск,высокий риск
67554,22163.21,2025-02-03 01:24:55,Бенин,Суворова Эрнест Гордеевич,407029127800641724,Низкий риск,средний риск
67555,206139.28,2024-12-21 06:49:26,Кения,Кононов Гордей Еремеевич,407029454576526663,Низкий риск,высокий риск
67556,206115.88,2025-03-31 00:47:48,Гондурас,Воронов Никодим Артемовна,407025481793962991,Низкий риск,высокий риск
67557,126834.41,2024-10-05 04:01:22,Ирак,Ефремов Авксентий Ефстафьевич,407020969495136460,Высокая коррупция (риск),высокий риск
67558,295886.80,2024-10-31 03:10:07,Сомали,Морозов Никандр Жоресович,407024412293052799,Высокая коррупция (риск),высокий риск
67559,28397.47,2025-02-20 21:40:28,Гаити,Тарасов Станимир Антонович,407024070881143104,Серый список FATF (риск),высокий риск
67560,25048.72,2025-02-02 03:53:28,Ливия,Тарасова Ярополк Робертовна,407020768179032620,Высокая коррупция (риск),высокий риск
67561,283005.78,2024-12-26 18:28:15,Польша,Пономарев Алевтина Тарасович,407027876927717238,Низкий риск,высокий риск
67562,53939.38,2024-10-07 04:22:53,Лаос,Гришин Куприян Трофимович,407020929029803383,Низкий риск,высокий риск
67563,274009.90,2024-06-24 17:31:46,Чехия,Гордеев Парамон Николаевна,407027899171223437,Низкий риск,высокий риск
67564,54957.77,2024-09-25 14:19:20,Уругвай,Щукина Феоктист Захаровна,407021872838525157,Низкий риск,высокий риск
67565,248618.95,2024-07-27 04:10:18,Канада,Галкина Савва Ануфриевич,407026082438768926,Низкий риск,высокий риск
67566,269615.94,2024-08-20 09:10:42,Монголия,Рогова Феофан Фролович,407021538735222408,Низкий риск,высокий риск
67567,85025.15,2024-08-08 02:10:49,Сербия,Сергеев Эрнест Константиновна,407020925983196428,Низкий риск,высокий риск
67568,29394.18,2024-08-16 06:01:33,Германия,Ефремов Татьяна Гавриилович,407027382855792179,Низкий риск,средний риск
67569,194720.88,2024-10-01 04:55:17,Замбия,Фролова Фома Феодосьевич,407025839175829766,Низкий риск,высокий риск
67570,34301.61,2024-10-11 12:36:30,Эстония,Устинов Анастасия Львовна,407020067821431385,Низкий риск,средний риск
67571,29282.51,2025-04-12 21:06:28,Саудовская Аравия,Журавлева Бажен Тимуровна,407021312206113808,Низкий риск,средний риск
67572,62394.12,2024-11-20 15:10:32,Кения,Носов Владлен Юрьевна,407027024671771862,Низкий риск,высокий риск
67573,244899.97,2024-08-23 14:29:18,Ливия,Кононов Гордей Еремеевич,407029454576526663,Высокая коррупция (риск),высокий риск
67574,174835.73,2025-03-07 12:03:26,Сингапур,Молчанова Орест Афанасьевич,407027011438863131,Офшор (риск),высокий риск
67575,185151.91,2024-09-01 13:15:10,Афганистан,Воронцов Александра Марсович,407024975051720717,Санкционная (высокий риск),высокий риск
67576,66037.60,2025-03-20 20:20:13,Нигерия,Котов Прокофий Борисовна,407027375099712618,Серый список FATF (риск),высокий риск
67577,186919.41,2024-07-04 14:29:36,Монголия,Тарасова Ярополк Робертовна,407020768179032620,Низкий риск,высокий риск
67578,106613.39,2025-02-19 19:55:17,Испания,Лихачев Виктория Архиповна,407025480493393751,Низкий риск,высокий риск
67579,276738.23,2025-04-18 14:41:08,Ливия,Кононова Давыд Денисович,407029896933648536,Высокая коррупция (риск),высокий риск
67580,285365.41,2025-03-24 03:51:38,Киргизия,Семенов Боян Станиславовна,407024771193433353,СНГ (не подозрительная),высокий риск
67581,133938.39,2024-09-03 21:42:57,Израиль,Филиппов Антонина Анатольевна,407022163828264858,Низкий риск,высокий риск
67582,271445.37,2025-04-28 22:55:45,Йемен,Кононов Гордей Еремеевич,407029454576526663,Серый список FATF (риск),высокий риск
67583,212371.91,2025-04-19 15:55:49,Нидерланды,Кондратьев Иосиф Харламович,407025897414452387,Низкий риск,высокий риск
67584,39020.17,2025-06-01 08:50:48,Нигерия,Абрамов Клавдия Григорьевич,407029651532310884,Серый список FATF (риск),высокий риск
67585,148328.06,2025-01-10 12:39:05,Новая Зеландия,Красильникова Афиноген Алексеевич,407022004262198905,Низкий риск,высокий риск
67586,4319.96,2024-09-21 00:15:09,Перу,Князев Никодим Ниловна,407022241940342207,Низкий риск,низкий риск
67587,177388.17,2024-12-13 18:09:43,Ирак,Федотов Автоном Борисович,407023319234962651,Высокая коррупция (риск),высокий риск
67588,32113.45,2024-07-31 08:21:21,ЮАР,Копылов Варфоломей Валентинович,407021751784656084,Серый список FATF (риск),высокий риск
67589,128940.69,2024-12-12 18:23:30,Габон,Копылова Зосима Ефимович,407028622344292159,Низкий риск,высокий риск
67590,158554.91,2024-07-11 00:51:01,Япония,Морозов Дмитрий Иосифович,407020131473225662,Низкий риск,высокий риск
67591,100382.77,2025-02-10 10:30:06,Словения,Лебедева Никифор Феликсовна,407028968930657910,Низкий риск,высокий риск
67592,200928.26,2024-10-14 19:15:40,Индонезия,Пономарев Алевтина Тарасович,407027876927717238,Низкий риск,высокий риск
67593,118405.76,2025-04-16 04:35:05,Никарагуа,Ефремов Татьяна Гавриилович,407027382855792179,Санкционная (высокий риск),высокий риск
67594,277483.74,2024-08-27 02:50:45,Саудовская Аравия,Гуляев Яков Евсеевич,407023990206477136,Низкий риск,высокий риск
67595,262781.11,2024-06-06 14:49:01,Бенин,Молчанова Орест Афанасьевич,407027011438863131,Низкий риск,высокий риск
67596,141049.55,2024-07-18 22:50:52,Зимбабве,Тарасов Станимир Антонович,407024070881143104,Санкционная (высокий риск),высокий риск
67597,128451.75,2024-12-02 22:43:14,Малайзия,Котов Прокофий Борисовна,407027375099712618,Низкий риск,высокий риск
67598,19740.41,2024-09-15 12:59:54,Мальта,Комиссаров Роман Артемовна,407024198289642178,Офшор (риск),высокий риск
67599,282117.55,2024-11-24 11:34:06,Кения,Абрамов Клавдия Григорьевич,407029651532310884,Низкий риск,высокий риск
67600,46950.25,2024-06-18 03:07:18,Финляндия,Воронцов Александра Марсович,407024975051720717,Низкий риск,средний риск
67601,12960.09,2024-11-03 14:31:32,Франция,Устинов Анастасия Львовна,407020067821431385,Низкий риск,низкий риск
67602,91701.71,2024-10-12 21:05:20,Лаос,Панфилов Вениамин Станиславовна,407023424917518868,Низкий риск,высокий риск
67603,151773.83,2024-08-20 01:46:32,Турция,Воробьева Модест Викторовна,407023234711946109,Серый список FATF (риск),высокий риск
67604,213519.04,2024-09-08 18:59:50,Бенин,Ширяева Капитон Кузьминична,407020338023134503,Низкий риск,высокий риск
67605,136116.17,2024-11-25 05:19:35,Бразилия,Суворова Эрнест Гордеевич,407029127800641724,Низкий риск,высокий риск
67606,277490.93,2024-12-05 23:53:59,Китай,Копылов Варфоломей Валентинович,407021751784656084,Низкий риск,высокий риск
67607,82548.17,2025-05-18 00:20:45,Кувейт,Дьячкова Тимофей Тарасовна,407029658795477744,Низкий риск,высокий риск
67608,191403.21,2025-04-28 17:29:49,Бахрейн,Гуляева Федот Виленович,407020848495211917,Низкий риск,высокий риск
67609,112826.16,2025-04-20 20:57:00,Италия,Журавлева Бажен Тимуровна,407021312206113808,Низкий риск,высокий риск
67610,81289.07,2024-09-30 06:19:08,Филиппины,Лихачева Адриан Евгеньевна,407023221026097082,Серый список FATF (риск),высокий риск
67611,167300.84,2024-10-22 09:05:01,Уругвай,Галкин Лора Викторовна,407024645732982407,Низкий риск,высокий риск
67612,196563.38,2025-04-30 11:14:07,Судан,Копылова Зосима Ефимович,407028622344292159,Санкционная (высокий риск),высокий риск
67613,188555.11,2025-01-06 20:10:23,Норвегия,Суворова Антип Венедиктович,407027258610623307,Низкий риск,высокий риск
67614,61271.65,2024-12-14 07:34:31,Гана,Воробьева Модест Викторовна,407023234711946109,Серый список FATF (риск),высокий риск
67615,189652.91,2025-04-01 07:51:18,Уганда,Кононов Мечислав Тарасовна,407020933108062598,Серый список FATF (риск),высокий риск
67616,111344.28,2024-11-18 06:50:30,Австралия,Котов Прокофий Борисовна,407027375099712618,Низкий риск,высокий риск
67617,101567.24,2025-02-26 08:44:43,Шри-Ланка,Зайцева Ираклий Зиновьевич,407022548496226115,Низкий риск,высокий риск
67618,69370.47,2024-10-20 20:59:17,Кипр,Гордеев Парамон Николаевна,407027899171223437,Офшор (риск),высокий риск
67619,158204.73,2024-11-15 02:49:59,Гана,Федотов Автоном Борисович,407023319234962651,Серый список FATF (риск),высокий риск
67620,156519.97,2025-01-29 14:35:25,Мьянма,Дьячкова Тимофей Тарасовна,407029658795477744,Черный список FATF (высокий риск),высокий риск
67621,151528.73,2024-07-26 01:42:08,Чад,Журавлева Бажен Тимуровна,407021312206113808,Низкий риск,высокий риск
67622,153120.26,2024-08-24 11:23:30,Германия,Воронцов Александра Марсович,407024975051720717,Низкий риск,высокий риск
67623,125397.67,2024-07-08 18:10:18,Греция,Терентьева Эмилия Олеговна,407023642338578419,Низкий риск,высокий риск
67624,53811.64,2025-02-09 02:36:16,Сомали,Сергеев Эрнест Константиновна,407020925983196428,Высокая коррупция (риск),высокий риск
67625,144889.07,2024-07-03 17:05:50,Непал,Суворова Антип Венедиктович,407027258610623307,Низкий риск,высокий риск
67626,193474.22,2025-04-20 21:04:50,Малайзия,Прохорова Леонид Аскольдовна,407027117316682861,Низкий риск,высокий риск
67627,177641.08,2025-05-04 15:38:40,Эстония,Бурова Андрон Филимонович,407029159343950331,Низкий риск,высокий риск
67628,235775.60,2025-01-02 09:05:46,Дания,Рогова Феофан Фролович,407021538735222408,Низкий риск,высокий риск
67629,4049.54,2024-09-22 18:11:46,Финляндия,Дьячкова Тимофей Тарасовна,407029658795477744,Низкий риск,низкий риск
67630,237334.55,2024-07-07 11:57:38,Швеция,Григорьев Сидор Валерьянович,407021422101636308,Низкий риск,высокий риск
67631,41707.30,2024-11-13 04:04:53,Швейцария,Кононов Гордей Еремеевич,407029454576526663,Офшор (риск),высокий риск
67632,149857.87,2024-11-24 14:12:32,Россия,Комиссаров Роман Артемовна,407024198289642178,СНГ (не подозрительная),высокий риск
67633,281023.48,2025-01-27 15:48:22,Швейцария,Иванова Эраст Харитонович,407022667374044683,Офшор (риск),высокий риск
67634,50579.30,2025-04-04 15:57:31,Монако,Ефремов Авксентий Ефстафьевич,407020969495136460,Офшор (риск),высокий риск
67635,23072.11,2025-03-01 15:20:16,Литва,Лазарева Севастьян Арсенович,407029505838984306,Низкий риск,средний риск
67636,154197.01,2024-09-26 03:03:47,Буркина-Фасо,Бурова Андрон Филимонович,407029159343950331,Серый список FATF (риск),высокий риск
67637,97900.60,2024-09-04 12:53:34,Гвинея,Кондратьев Иосиф Харламович,407025897414452387,Низкий риск,высокий риск
67638,178946.19,2025-03-11 03:37:00,Китай,Котов Прокофий Борисовна,407027375099712618,Низкий риск,высокий риск
67639,59277.14,2024-07-30 07:14:09,Австрия,Устинов Анастасия Львовна,407020067821431385,Низкий риск,высокий риск
67640,126492.05,2024-08-19 13:34:00,Китай,Галкин Лора Викторовна,407024645732982407,Низкий риск,высокий риск
67641,103428.96,2025-05-31 09:07:36,Кипр,Яковлев Панфил Тимофеевна,407023253184640696,Офшор (риск),высокий риск
67642,247408.96,2024-08-21 02:32:53,Киргизия,Молчанова Орест Афанасьевич,407027011438863131,СНГ (не подозрительная),высокий риск
67643,41146.52,2024-08-12 20:09:11,Таиланд,Копылова Антонина Анисимович,407025521633128502,Низкий риск,средний риск
67644,189147.62,2024-10-15 15:29:51,Судан,Воробьева Модест Викторовна,407023234711946109,Санкционная (высокий риск),высокий риск
67645,265346.88,2025-02-05 04:41:15,Япония,Попов Глеб Валентиновна,407023333752568116,Низкий риск,высокий риск
67646,28133.42,2024-09-10 06:03:16,Буркина-Фасо,Воронцов Александра Марсович,407024975051720717,Серый список FATF (риск),высокий риск
