id,Amount,Date,Country,Client_FIO,Account_Number
8142,77910.16 RUB,2024-08-18 04:41:28,Россия,Ширяева Капитон Кузьминична,407020338023134503
8143,241833.44 RUB,2024-07-13 12:57:16,Бангладеш,Субботин Лидия Федоровна,407020761873820098
8144,97411.27 RUB,2025-05-04 04:40:53,Сенегал,Рыбакова Галактион Еремеевич,407028928450777605
8145,68715.27 RUB,2024-08-28 20:32:21,Латвия,Суханов Эраст Ефимовна,407026057625076240
8146,121839.03 RUB,2024-12-14 06:47:57,Ливан,Сергеев Эрнест Константиновна,407020925983196428
8147,59931.19 RUB,2025-03-08 20:46:34,Нидерланды,Молчанова Орест Афанасьевич,407027011438863131
8148,250785.99 RUB,2025-01-24 10:22:23,Чили,Красильникова Афиноген Алексеевич,407022004262198905
8149,119584.83 RUB,2024-09-07 02:05:36,Лаос,Филиппов Антонина Анатольевна,407022163828264858
8150,174170.38 RUB,2025-03-11 02:31:42,Сербия,Турова Вадим Данилович,407022490565821805
8151,127889.58 RUB,2025-03-12 16:52:16,Гватемала,Дмитриев Ермолай Федоровна,407028773741004260
8152,108967.76 RUB,2025-02-25 07:19:13,Оман,Турова Вадим Данилович,407022490565821805
8153,156741.21 RUB,2025-01-30 15:57:23,Джибути,Турова Вадим Данилович,407022490565821805
8154,230552.17 RUB,2025-05-03 14:33:34,Нигерия,Галкин Лора Викторовна,407024645732982407
8155,161814.34 RUB,2024-08-11 13:21:16,Греция,Тарасов Станимир Антонович,407024070881143104
8156,151320.49 RUB,2024-06-20 11:41:39,Беларусь,Дьячкова Тимофей Тарасовна,407029658795477744
8157,275367.46 RUB,2025-03-22 22:10:55,Афганистан,Мельникова Иларион Владленович,407023390744506589
8158,267655.26 RUB,2025-02-08 17:56:53,Латвия,Дмитриев Ермолай Федоровна,407028773741004260
8159,250657.31 RUB,2024-12-19 12:02:00,Финляндия,Данилов Харитон Анисимович,407021911450758375
8160,232526.43 RUB,2025-05-16 15:43:17,Иран,Копылов Варфоломей Валентинович,407021751784656084
8161,10463.21 RUB,2024-10-22 04:08:05,ОАЭ,Герасимова Азарий Борисович,407023871409972991
8162,255553.6 RUB,2025-03-25 12:52:02,Марокко,Михеев Григорий Тимуровна,407029104046089535
8163,104495.06 RUB,2024-11-22 04:54:36,Испания,Иванова Эраст Харитонович,407022667374044683
8164,253458.14 RUB,2024-09-07 19:09:43,Гватемала,Ефремов Авксентий Ефстафьевич,407020969495136460
8165,239954.77 RUB,2025-01-15 02:58:15,Черногория,Зайцева Ираклий Зиновьевич,407022548496226115
8166,112889.92 RUB,2025-03-19 15:59:25,Новая Зеландия,Суханов Эраст Ефимовна,407026057625076240
8167,198182.84 RUB,2024-08-02 10:03:57,Сингапур,Наумова Мариан Рубеновна,407027067985643745
8168,200440.6 RUB,2024-07-19 06:32:52,Саудовская Аравия,Кондратьев Иосиф Харламович,407025897414452387
8169,150743.33 RUB,2024-10-02 05:21:25,Катар,Дорофеева Евгения Даниловна,407022943802337773
8170,69957.37 RUB,2024-09-19 19:46:13,Сирия,Власов Прокофий Демьянович,407020440552063870
8171,218013.84 RUB,2025-03-10 02:35:32,Зимбабве,Лыткин Елисей Александровна,407029663363923667
8172,104888.03 RUB,2025-03-02 12:22:18,Габон,Суворова Эрнест Гордеевич,407029127800641724
8173,139130.28 RUB,2025-04-28 19:46:23,Беларусь,Рогова Ипполит Богдановна,407024521165925159
8174,167896.16 RUB,2024-11-08 02:50:31,Габон,Тарасова Ярополк Робертовна,407020768179032620
8175,44642.06 RUB,2024-09-01 06:21:19,Кения,Наумова Мариан Рубеновна,407027067985643745
8176,285257.79 RUB,2024-12-02 23:05:30,Россия,Тарасова Ярополк Робертовна,407020768179032620
8177,24924.79 RUB,2024-07-24 22:27:16,Польша,Савина Флорентин Адрианович,407023424408906955
8178,99704.94 RUB,2025-02-24 01:11:58,Словения,Галкин Лора Викторовна,407024645732982407
8179,49981.84 RUB,2024-10-11 07:38:54,Гана,Турова Леон Александрович,407026579325266148
8180,182639.3 RUB,2024-10-29 11:04:19,США,Григорьев Сидор Валерьянович,407021422101636308
8181,168002.63 RUB,2025-02-18 06:58:28,Аргентина,Гришин Куприян Трофимович,407020929029803383
8182,201471.65 RUB,2024-09-17 11:11:17,Турция,Бурова Андрон Филимонович,407029159343950331
8183,172931.0 RUB,2025-04-23 20:04:37,Шри-Ланка,Попов Глеб Валентиновна,407023333752568116
8184,283710.44 RUB,2024-06-07 09:30:52,Гана,Щербаков Бажен Федоровна,407027071950740306
8185,89446.18 RUB,2024-12-27 10:08:25,Гондурас,Гущина Акулина Федосьевич,407021866717368457
8186,191001.2 RUB,2024-08-03 15:00:53,ОАЭ,Федотов Автоном Борисович,407023319234962651
8187,14338.37 RUB,2024-12-23 15:19:39,Марокко,Панфилов Вениамин Станиславовна,407023424917518868
8188,224901.6 RUB,2025-04-05 11:41:42,Польша,Щукина Феоктист Захаровна,407021872838525157
8189,5421.28 RUB,2024-10-18 07:32:05,Бурунди,Мамонтов Казимир Димитриевич,407022463806952389
8190,134884.43 RUB,2024-07-16 21:23:44,Судан,Гуляева Федот Виленович,407020848495211917
8191,24466.35 RUB,2024-11-24 14:20:36,Панама,Гордеев Парамон Николаевна,407027899171223437
8192,170557.94 RUB,2025-01-30 08:09:46,Никарагуа,Семенов Боян Станиславовна,407024771193433353
8193,117527.35 RUB,2024-08-18 18:30:48,Вьетнам,Герасимова Азарий Борисович,407023871409972991
8194,158016.84 RUB,2025-01-07 17:04:38,Ангола,Рогова Феофан Фролович,407021538735222408
8195,274345.65 RUB,2025-05-24 17:25:02,Бангладеш,Журавлев Таисия Анатольевна,407027032200835920
8196,201809.63 RUB,2024-11-28 10:52:17,Бахрейн,Петухова Сидор Иларионович,407022152321842466
8197,142906.03 RUB,2025-03-19 04:03:31,Таджикистан,Воронов Никодим Артемовна,407025481793962991
8198,249145.33 RUB,2025-01-09 10:57:18,Беларусь,Гуляева Федот Виленович,407020848495211917
8199,227091.67 RUB,2024-12-29 20:18:05,Гвинея,Григорьев Сидор Валерьянович,407021422101636308
8200,240582.33 RUB,2025-05-16 21:12:57,Израиль,Сергеев Эрнест Константиновна,407020925983196428
8201,10871.76 RUB,2024-10-10 11:21:54,Гана,Суворова Эрнест Гордеевич,407029127800641724
8202,144871.55 RUB,2024-09-05 04:21:54,Оман,Бирюкова Синклитикия Афанасьевна,407029114357208580
8203,39332.1 RUB,2024-08-12 23:35:32,Эквадор,Ефимова Фаина Яковлевич,407029541745721663
8204,119384.91 RUB,2025-03-21 10:11:18,Албания,Морозов Никандр Жоресович,407024412293052799
8205,192764.54 RUB,2024-10-11 08:40:00,Кипр,Лихачев Виктория Архиповна,407025480493393751
8206,65563.12 RUB,2025-02-01 11:20:11,Австралия,Галкина Фотий Тимуровна,407020500619220023
8207,24341.86 RUB,2025-01-19 13:42:26,Канада,Лаврентьева Митофан Владимировна,407021197300443094
8208,77628.03 RUB,2025-03-30 07:11:48,Узбекистан,Фомин Агап Ильич,407024988896595239
8209,182889.86 RUB,2024-10-08 08:16:20,Болгария,Щукина Феоктист Захаровна,407021872838525157
8210,39465.09 RUB,2024-12-02 06:25:12,Япония,Кононов Гордей Еремеевич,407029454576526663
8211,263290.38 RUB,2025-04-30 00:39:40,Буркина-Фасо,Фролова Фома Феодосьевич,407025839175829766
8212,100224.68 RUB,2025-05-22 20:33:03,Сомали,Ефремов Авксентий Ефстафьевич,407020969495136460
8213,29062.46 RUB,2024-11-24 21:58:05,Шри-Ланка,Власов Прокофий Демьянович,407020440552063870
8214,184958.47 RUB,2024-12-20 13:47:14,Ботсвана,Федотов Автоном Борисович,407023319234962651
8215,157172.87 RUB,2025-02-23 10:02:18,Ирландия,Субботин Лидия Федоровна,407020761873820098
8216,224748.16 RUB,2024-07-21 16:06:38,Филиппины,Лихачев Виктория Архиповна,407025480493393751
8217,88788.12 RUB,2025-02-04 23:27:01,Мьянма,Суворова Антип Венедиктович,407027258610623307
8218,287031.29 RUB,2024-10-03 20:27:41,Лаос,Данилов Харитон Анисимович,407021911450758375
8219,263733.83 RUB,2024-10-02 07:20:58,Бурунди,Суворова Эрнест Гордеевич,407029127800641724
8220,147239.69 RUB,2024-09-22 15:00:28,Замбия,Мишин Кир Витальевич,407022433722473948
8221,298339.68 RUB,2024-06-11 06:38:41,Узбекистан,Кудрявцева Агата Степановна,407022693681622964
8222,54335.75 RUB,2024-12-02 03:01:01,Сенегал,Герасимова Азарий Борисович,407023871409972991
8223,41349.66 RUB,2024-06-28 11:04:17,Франция,Воронцов Александра Марсович,407024975051720717
8224,151087.28 RUB,2024-07-23 14:06:47,Канада,Дмитриев Ермолай Федоровна,407028773741004260
8225,78005.0 RUB,2025-05-11 11:26:52,Армения,Лихачев Виктория Архиповна,407025480493393751
8226,199809.0 RUB,2025-05-17 21:35:16,Ливан,Турова Леон Александрович,407026579325266148
8227,152377.68 RUB,2024-10-27 04:30:44,Кипр,Савина Флорентин Адрианович,407023424408906955
8228,4675.21 RUB,2024-06-11 18:51:37,Индия,Копылов Варфоломей Валентинович,407021751784656084
8229,221697.55 RUB,2025-04-28 23:23:44,Пакистан,Суханов Эраст Ефимовна,407026057625076240
8230,32751.76 RUB,2025-04-25 18:32:15,Канада,Никитин Остап Эдуардовна,407025210832475327
8231,156775.26 RUB,2024-11-14 12:38:49,Афганистан,Лазарева Севастьян Арсенович,407029505838984306
8232,247303.75 RUB,2025-02-15 14:23:32,Танзания,Калинина Феофан Еремеевич,407029784052617125
8233,232741.47 RUB,2024-07-20 05:25:23,Азербайджан,Григорьев Сидор Валерьянович,407021422101636308
8234,163524.09 RUB,2024-09-28 21:10:04,Норвегия,Зайцева Ираклий Зиновьевич,407022548496226115
8235,77652.89 RUB,2025-01-14 05:17:04,Эфиопия,Михеев Григорий Тимуровна,407029104046089535
8236,291300.78 RUB,2024-11-12 23:20:10,Индия,Щукина Феоктист Захаровна,407021872838525157
8237,222772.33 RUB,2025-05-04 23:34:59,Мали,Красильникова Афиноген Алексеевич,407022004262198905
8238,278734.75 RUB,2024-08-25 13:08:23,Черногория,Мельникова Иларион Владленович,407023390744506589
8239,225052.0 RUB,2024-09-01 00:09:32,Вьетнам,Иванова Эраст Харитонович,407022667374044683
8240,22477.7 RUB,2024-08-30 10:51:27,Аргентина,Турова Леон Александрович,407026579325266148
8241,215431.73 RUB,2024-12-17 05:32:48,Никарагуа,Громова Порфирий Матвеевна,407028855134468059
8242,213765.32 RUB,2024-12-14 15:36:13,Канада,Кононов Мечислав Тарасовна,407020933108062598
8243,224165.1 RUB,2024-09-19 07:59:34,Ливан,Щукина Феоктист Захаровна,407021872838525157
8244,13638.56 RUB,2024-12-26 15:09:04,Австрия,Ефимова Фаина Яковлевич,407029541745721663
8245,193318.91 RUB,2025-02-22 18:20:34,Армения,Фролова Фома Феодосьевич,407025839175829766
8246,47216.11 RUB,2024-11-04 16:54:14,ОАЭ,Копылов Варфоломей Валентинович,407021751784656084
8247,236145.01 RUB,2025-03-01 14:18:30,Панама,Данилов Харитон Анисимович,407021911450758375
8248,71224.15 RUB,2024-08-31 18:17:40,Боливия,Громова Порфирий Матвеевна,407028855134468059
8249,109235.18 RUB,2024-08-25 05:32:38,Мальта,Тарасов Станимир Антонович,407024070881143104
8250,235222.73 RUB,2025-05-25 00:47:11,Албания,Копылова Антонина Анисимович,407025521633128502
8251,272307.37 RUB,2024-11-18 00:21:21,Лаос,Фролова Фома Феодосьевич,407025839175829766
8252,97235.74 RUB,2025-03-03 01:43:53,Литва,Турова Вадим Данилович,407022490565821805
8253,284874.55 RUB,2025-05-09 02:23:43,Танзания,Дьячкова Тимофей Тарасовна,407029658795477744
8254,195801.84 RUB,2025-05-12 16:26:19,Словакия,Дьячкова Тимофей Тарасовна,407029658795477744
8255,246076.49 RUB,2024-06-12 16:14:32,Габон,Дорофеева Евгения Даниловна,407022943802337773
8256,204064.58 RUB,2024-12-15 04:42:07,Перу,Гуляева Федот Виленович,407020848495211917
8257,111258.57 RUB,2024-07-03 17:42:02,Афганистан,Тарасов Станимир Антонович,407024070881143104
8258,132525.58 RUB,2024-12-16 01:36:09,Нидерланды,Исаева Амвросий Эльдаровна,407022642841529921
8259,176599.09 RUB,2024-07-20 00:35:36,Мексика,Панфилов Вениамин Станиславовна,407023424917518868
8260,83702.57 RUB,2025-05-22 13:55:59,Никарагуа,Ефимова Фаина Яковлевич,407029541745721663
8261,234798.48 RUB,2024-10-11 16:22:09,Ботсвана,Абрамов Клавдия Григорьевич,407029651532310884
8262,262367.23 RUB,2024-07-01 04:20:45,Австралия,Наумова Мариан Рубеновна,407027067985643745
8263,266060.85 RUB,2024-08-25 08:18:08,Дания,Бирюкова Синклитикия Афанасьевна,407029114357208580
8264,178703.07 RUB,2024-07-15 00:45:24,Италия,Кононова Давыд Денисович,407029896933648536
8265,84600.18 RUB,2024-06-11 02:41:47,Швеция,Котов Кондрат Ерофеевич,407023795449503350
8266,79870.49 RUB,2025-05-20 01:34:16,ОАЭ,Савина Флорентин Адрианович,407023424408906955
8267,111869.33 RUB,2024-08-18 12:55:05,Йемен,Рогова Ипполит Богдановна,407024521165925159
8268,86054.8 RUB,2025-03-14 08:43:37,Египет,Галкин Лора Викторовна,407024645732982407
8269,199623.49 RUB,2024-09-20 09:10:24,Кипр,Морозов Никандр Жоресович,407024412293052799
8270,130058.8 RUB,2025-05-24 21:27:39,Россия,Морозов Никандр Жоресович,407024412293052799
8271,121561.4 RUB,2024-09-03 21:17:24,Гаити,Семенов Боян Станиславовна,407024771193433353
8272,252780.84 RUB,2024-10-31 10:49:31,Албания,Копылова Антонина Анисимович,407025521633128502
8273,268474.45 RUB,2024-09-26 20:25:01,Чад,Лаврентьева Митофан Владимировна,407021197300443094
8274,52352.68 RUB,2025-04-09 15:53:03,Афганистан,Яковлева Евфросиния Аверьянович,407022165925789005
8275,148005.99 RUB,2024-11-18 03:35:05,Эквадор,Дмитриев Ермолай Федоровна,407028773741004260
8276,104557.38 RUB,2025-01-17 06:23:44,Алжир,Федотов Автоном Борисович,407023319234962651
8277,1004.39 RUB,2024-06-29 06:43:27,Мьянма,Гордеев Парамон Николаевна,407027899171223437
8278,221927.79 RUB,2025-02-04 23:36:49,Мексика,Дмитриев Ермолай Федоровна,407028773741004260
8279,252033.51 RUB,2025-04-07 10:07:46,Зимбабве,Терентьева Эмилия Олеговна,407023642338578419
8280,130898.51 RUB,2024-11-04 23:53:06,Россия,Громова Порфирий Матвеевна,407028855134468059
8281,108972.28 RUB,2024-09-18 18:20:48,Португалия,Тарасова Ярополк Робертовна,407020768179032620
8282,249622.8 RUB,2024-08-23 11:17:18,Финляндия,Бирюкова Синклитикия Афанасьевна,407029114357208580
8283,145499.88 RUB,2025-04-02 08:18:40,Кипр,Потапова Захар Львовна,407029928036946620
8284,292772.14 RUB,2024-06-26 02:51:56,Польша,Федотов Автоном Борисович,407023319234962651
8285,113209.54 RUB,2024-09-11 20:18:29,Маврикий,Фомин Агап Ильич,407024988896595239
8286,63034.08 RUB,2025-01-28 22:45:35,Франция,Князев Никодим Ниловна,407022241940342207
8287,102355.71 RUB,2024-08-31 05:44:50,Египет,Комиссаров Роман Артемовна,407024198289642178
8288,169199.75 RUB,2024-12-06 18:47:13,Ливия,Котов Прокофий Борисовна,407027375099712618
8289,6832.7 RUB,2024-07-23 19:33:12,Лаос,Абрамов Клавдия Григорьевич,407029651532310884
8290,176486.69 RUB,2025-03-13 17:12:10,Австрия,Кононов Мечислав Тарасовна,407020933108062598
8291,17222.27 RUB,2024-12-18 20:19:40,Бахрейн,Кононов Мечислав Тарасовна,407020933108062598
8292,255809.62 RUB,2025-01-28 02:11:49,Филиппины,Семенов Боян Станиславовна,407024771193433353
8293,269368.07 RUB,2024-12-20 10:12:42,Шри-Ланка,Воронцов Александра Марсович,407024975051720717
8294,154174.09 RUB,2024-11-14 01:03:16,Дания,Калинина Феофан Еремеевич,407029784052617125
8295,136262.03 RUB,2024-06-16 01:24:23,Новая Зеландия,Громова Порфирий Матвеевна,407028855134468059
8296,11461.45 RUB,2025-03-04 05:02:21,Словакия,Морозов Никандр Жоресович,407024412293052799
8297,163869.0 RUB,2025-05-09 21:21:01,Бельгия,Тарасова Ярополк Робертовна,407020768179032620
8298,236538.4 RUB,2025-01-18 08:16:51,Эстония,Макаров Авксентий Виленович,407027805350048022
8299,121041.67 RUB,2024-09-15 02:05:58,Швейцария,Лебедева Никифор Феликсовна,407028968930657910
8300,290701.21 RUB,2024-11-10 20:13:03,Албания,Гуляев Яков Евсеевич,407023990206477136
8301,156117.39 RUB,2024-09-21 11:42:19,Киргизия,Лазарева Севастьян Арсенович,407029505838984306
8302,6212.78 RUB,2025-03-26 05:32:21,Малайзия,Гуляева Федот Виленович,407020848495211917
8303,40338.96 RUB,2024-08-02 23:40:47,Зимбабве,Журавлева Бажен Тимуровна,407021312206113808
8304,172165.03 RUB,2024-07-08 08:25:33,Сирия,Комиссаров Роман Артемовна,407024198289642178
8305,74511.74 RUB,2024-12-07 03:52:33,Мьянма,Носов Владлен Юрьевна,407027024671771862
8306,115686.36 RUB,2024-06-22 23:41:48,Россия,Исаева Амвросий Эльдаровна,407022642841529921
8307,243347.66 RUB,2024-11-14 05:27:33,Камерун,Воронцов Александра Марсович,407024975051720717
8308,246917.24 RUB,2025-05-25 23:25:18,Словакия,Герасимова Азарий Борисович,407023871409972991
8309,71413.2 RUB,2025-03-12 03:06:12,Албания,Журавлева Бажен Тимуровна,407021312206113808
8310,36623.36 RUB,2024-08-09 15:55:16,Камерун,Гуляева Федот Виленович,407020848495211917
8311,214947.75 RUB,2024-12-28 10:59:45,Ботсвана,Кононов Гордей Еремеевич,407029454576526663
8312,160386.8 RUB,2024-12-07 00:01:32,США,Пономарев Алевтина Тарасович,407027876927717238
8313,296588.34 RUB,2025-02-06 02:07:11,Кипр,Яковлев Панфил Тимофеевна,407023253184640696
8314,77512.42 RUB,2024-06-23 16:07:12,Новая Зеландия,Ефимова Фаина Яковлевич,407029541745721663
8315,98366.01 RUB,2025-02-10 01:52:31,Индонезия,Суханов Эраст Ефимовна,407026057625076240
8316,259717.6 RUB,2025-04-24 11:54:35,Бельгия,Мишин Кир Витальевич,407022433722473948
8317,68327.3 RUB,2025-05-26 23:42:30,Гамбия,Петухова Сидор Иларионович,407022152321842466
8318,54606.09 RUB,2024-11-22 15:25:54,Перу,Воронов Никодим Артемовна,407025481793962991
8319,195432.91 RUB,2024-12-15 07:51:50,Ливия,Рогова Феофан Фролович,407021538735222408
8320,190386.41 RUB,2025-04-18 05:48:57,Беларусь,Сергеев Эрнест Константиновна,407020925983196428
8321,243459.3 RUB,2024-12-28 10:37:44,Тунис,Лихачева Адриан Евгеньевна,407023221026097082
8322,55863.1 RUB,2024-12-11 12:12:07,Перу,Лазарева Севастьян Арсенович,407029505838984306
8323,120439.74 RUB,2025-05-03 10:23:55,Ливия,Турова Леон Александрович,407026579325266148
8324,186590.28 RUB,2025-01-08 10:31:44,Чехия,Копылова Зосима Ефимович,407028622344292159
8325,106575.64 RUB,2025-01-03 18:11:51,Италия,Дорофеева Евгения Даниловна,407022943802337773
8326,271810.87 RUB,2024-11-25 06:33:18,США,Дорофеева Евгения Даниловна,407022943802337773
8327,166325.34 RUB,2025-02-11 12:47:05,Камерун,Журавлева Бажен Тимуровна,407021312206113808
8328,229166.2 RUB,2024-08-22 00:22:01,Монголия,Суханов Эраст Ефимовна,407026057625076240
8329,42856.9 RUB,2024-10-29 11:37:21,ЮАР,Калинина Феофан Еремеевич,407029784052617125
8330,148245.87 RUB,2024-09-30 08:30:34,Эстония,Калашникова Лаврентий Фокич,407029022446497446
8331,47166.31 RUB,2025-05-06 18:11:45,Колумбия,Копылова Антонина Анисимович,407025521633128502
8332,116606.06 RUB,2024-06-03 23:19:31,Бахрейн,Фролов Андрон Ярославович,407024762708899642
8333,278412.52 RUB,2025-03-07 23:13:23,Танзания,Тарасова Ярополк Робертовна,407020768179032620
8334,237545.15 RUB,2025-05-06 17:04:17,Уганда,Семенов Боян Станиславовна,407024771193433353
8335,262356.86 RUB,2024-10-10 08:02:01,Польша,Панфилов Вениамин Станиславовна,407023424917518868
8336,149944.62 RUB,2024-12-31 19:15:35,Канада,Михайлов Ермолай Оскаровна,407020986151040912
8337,268491.22 RUB,2024-09-22 02:25:22,Саудовская Аравия,Комиссаров Роман Артемовна,407024198289642178
8338,67275.96 RUB,2024-12-30 22:15:34,Россия,Калашникова Лаврентий Фокич,407029022446497446
8339,232071.0 RUB,2024-09-01 00:29:54,Словения,Никитин Остап Эдуардовна,407025210832475327
8340,10102.76 RUB,2024-09-09 23:10:55,Сингапур,Тарасова Ярополк Робертовна,407020768179032620
8341,148683.61 RUB,2024-06-06 10:50:19,Буркина-Фасо,Гуляева Федот Виленович,407020848495211917
8342,13643.57 RUB,2024-08-14 16:09:55,Вьетнам,Воронцов Александра Марсович,407024975051720717
8343,177772.19 RUB,2024-06-05 10:58:30,Зимбабве,Калинина Феофан Еремеевич,407029784052617125
8344,221263.93 RUB,2025-04-10 12:36:47,Гаити,Котов Прокофий Борисовна,407027375099712618
8345,58807.73 RUB,2025-04-26 04:14:26,Гондурас,Морозов Никандр Жоресович,407024412293052799
8346,273793.48 RUB,2024-10-26 06:59:16,Судан,Дмитриев Ермолай Федоровна,407028773741004260
8347,35195.29 RUB,2024-09-06 23:38:42,Киргизия,Кононов Гордей Еремеевич,407029454576526663
8348,212111.36 RUB,2025-01-05 17:45:09,Джибути,Гуляев Яков Евсеевич,407023990206477136
8349,267420.87 RUB,2024-10-26 11:14:02,Швейцария,Фролова Фома Феодосьевич,407025839175829766
8350,238245.97 RUB,2025-02-14 01:10:52,Панама,Морозов Дмитрий Иосифович,407020131473225662
8351,101115.47 RUB,2024-11-05 00:35:40,Гаити,Копылова Антонина Анисимович,407025521633128502
8352,69737.79 RUB,2025-04-16 22:53:25,Франция,Галкин Лора Викторовна,407024645732982407
8353,147604.68 RUB,2024-11-20 04:25:18,Молдова,Потапова Захар Львовна,407029928036946620
8354,102264.82 RUB,2024-07-22 20:19:24,Ирландия,Лаврентьева Митофан Владимировна,407021197300443094
8355,94151.17 RUB,2024-08-13 19:29:21,Буркина-Фасо,Мишин Кир Витальевич,407022433722473948
8356,120068.16 RUB,2025-04-21 17:50:45,Финляндия,Петухова Сидор Иларионович,407022152321842466
8357,271971.43 RUB,2025-03-31 12:08:39,США,Гришин Куприян Трофимович,407020929029803383
8358,40708.19 RUB,2024-12-03 21:11:26,Мьянма,Кудрявцева Агата Степановна,407022693681622964
8359,117196.3 RUB,2024-12-03 08:10:58,Ливия,Фомин Агап Ильич,407024988896595239
8360,13453.01 RUB,2025-05-30 10:04:59,Джибути,Абрамов Клавдия Григорьевич,407029651532310884
8361,251029.87 RUB,2024-10-21 21:54:15,Руанда,Яковлева Евфросиния Аверьянович,407022165925789005
8362,253483.35 RUB,2025-04-08 01:34:15,Ботсвана,Морозов Дмитрий Иосифович,407020131473225662
8363,113775.7 RUB,2025-02-20 12:18:35,Турция,Кононов Гордей Еремеевич,407029454576526663
8364,29387.16 RUB,2025-05-01 04:21:31,Йемен,Калашникова Лаврентий Фокич,407029022446497446
8365,299540.91 RUB,2025-05-04 04:50:51,Хорватия,Михеев Григорий Тимуровна,407029104046089535
8366,289507.83 RUB,2025-02-14 08:28:39,Швеция,Турова Вадим Данилович,407022490565821805
8367,133497.58 RUB,2025-02-08 11:12:17,Кувейт,Зайцева Ираклий Зиновьевич,407022548496226115
8368,57926.38 RUB,2024-10-27 05:20:27,Шри-Ланка,Иванова Эраст Харитонович,407022667374044683
8369,219964.67 RUB,2024-10-23 19:58:46,Гвинея,Бирюкова Синклитикия Афанасьевна,407029114357208580
8370,172769.39 RUB,2024-12-21 02:44:09,Словакия,Рогова Ипполит Богдановна,407024521165925159
8371,215384.82 RUB,2024-12-30 09:57:24,Эквадор,Князева Иосиф Альбертовна,407029955085444245
8372,225025.34 RUB,2024-10-05 04:40:49,Мальта,Ефремов Авксентий Ефстафьевич,407020969495136460
8373,63110.77 RUB,2025-02-02 12:58:15,Мали,Суворова Антип Венедиктович,407027258610623307
8374,291039.48 RUB,2025-02-24 18:10:35,Ирак,Попов Глеб Валентиновна,407023333752568116
8375,61707.2 RUB,2024-08-30 15:14:38,Греция,Савина Флорентин Адрианович,407023424408906955
8376,72542.3 RUB,2025-04-04 18:53:34,Испания,Кудрявцева Агата Степановна,407022693681622964
8377,115001.71 RUB,2024-11-06 19:34:46,Боливия,Красильникова Афиноген Алексеевич,407022004262198905
8378,118741.38 RUB,2025-03-14 10:22:59,Тунис,Журавлев Таисия Анатольевна,407027032200835920
8379,163827.97 RUB,2024-09-16 07:17:14,Малайзия,Гуляева Федот Виленович,407020848495211917
8380,212094.81 RUB,2025-02-24 23:55:45,Гана,Лаврентьева Митофан Владимировна,407021197300443094
8381,248503.13 RUB,2024-11-15 20:21:10,Катар,Яковлев Панфил Тимофеевна,407023253184640696
8382,89611.26 RUB,2024-10-09 05:55:40,Франция,Лебедева Никифор Феликсовна,407028968930657910
8383,225413.22 RUB,2024-07-19 17:04:41,Новая Зеландия,Котов Прокофий Борисовна,407027375099712618
8384,42019.68 RUB,2025-04-22 00:31:42,Малайзия,Мишин Кир Витальевич,407022433722473948
8385,203514.87 RUB,2025-03-20 07:45:56,Буркина-Фасо,Молчанова Орест Афанасьевич,407027011438863131
8386,293405.55 RUB,2024-11-28 17:03:23,Сербия,Данилов Харитон Анисимович,407021911450758375
8387,297122.21 RUB,2025-05-16 23:47:45,Гана,Рогова Феофан Фролович,407021538735222408
8388,277895.0 RUB,2024-10-27 11:49:53,Ливан,Журавлева Бажен Тимуровна,407021312206113808
8389,59308.99 RUB,2025-05-22 04:12:15,Турция,Сазонов Глафира Харитоновна,407028897435217629
8390,15954.69 RUB,2024-06-29 22:30:01,Сомали,Дьячкова Тимофей Тарасовна,407029658795477744
8391,146770.76 RUB,2024-09-04 00:57:48,Болгария,Лебедева Никифор Феликсовна,407028968930657910
8392,118205.74 RUB,2024-07-28 03:42:55,Израиль,Чернова Тамара Робертовна,407022491000847007
8393,235805.2 RUB,2024-12-10 16:52:31,Финляндия,Суханов Эраст Ефимовна,407026057625076240
8394,295408.98 RUB,2024-09-11 02:30:13,Уганда,Комиссаров Роман Артемовна,407024198289642178
8395,60320.43 RUB,2024-10-05 02:46:51,Непал,Пономарев Алевтина Тарасович,407027876927717238
8396,229780.43 RUB,2024-09-18 15:13:32,Азербайджан,Лихачева Адриан Евгеньевна,407023221026097082
8397,104425.98 RUB,2025-05-04 00:19:13,Аргентина,Князева Иосиф Альбертовна,407029955085444245
8398,42608.6 RUB,2024-12-17 11:10:37,Алжир,Кудрявцева Агата Степановна,407022693681622964
8399,273209.38 RUB,2024-07-15 22:21:42,Словения,Попов Глеб Валентиновна,407023333752568116
8400,29826.32 RUB,2025-03-19 15:19:56,Катар,Лихачев Виктория Архиповна,407025480493393751
8401,86565.93 RUB,2024-09-28 08:18:16,Румыния,Хохлова Евфросиния Егорович,407022921912713131
8402,176932.64 RUB,2024-06-22 07:55:31,Дания,Пономарев Алевтина Тарасович,407027876927717238
8403,50464.8 RUB,2024-07-18 00:59:41,Греция,Тарасова Ярополк Робертовна,407020768179032620
8404,230011.26 RUB,2024-07-07 19:16:22,Сенегал,Турова Леон Александрович,407026579325266148
8405,289951.25 RUB,2024-12-22 10:50:24,Литва,Князева Иосиф Альбертовна,407029955085444245
8406,31724.2 RUB,2024-10-11 05:26:30,Грузия,Носов Владлен Юрьевна,407027024671771862
8407,30244.23 RUB,2024-11-13 06:32:55,Алжир,Субботин Лидия Федоровна,407020761873820098
